squad,season_end_year,minutes_90s,country,squad_size,foreigners,squad_value_avg,squad_value,players_used,gd_per90,pens_made_per90,pens_att_per90,cards_yellow_per90,cards_red_per90,cards_yellow_red_per90,fouls_per90,fouled_per90,offsides_per90,own_goals_per90,gk_goals_against_per90,gk_save_pct,gk_clean_sheets_pct,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net_per90,gk_passes_pct_launched,gk_pct_passes_launched,gk_goal_kick_length_avg,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area_per90,gk_shots_on_target_against_per90,gk_pens_saved_per90,gk_pens_missed_per90,gk_free_kick_goals_against_per90,gk_corner_kick_goals_against_per90,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,npxg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_xg_assist_per90,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,npxg_per_shot,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,passes_total_distance_per90,progressive_passes_per90,passes_progressive_distance_per90,pass_xa_per90,xg_assist_net_per90,assisted_shots_per90,passes_into_final_third_per90,passes_into_penalty_area_per90,crosses_into_penalty_area_per90,passes_live_per90,passes_dead_per90,passes_free_kicks_per90,through_balls_per90,passes_switches_per90,crosses_per90,throw_ins_per90,corner_kicks_per90,corner_kicks_in_per90,corner_kicks_out_per90,corner_kicks_straight_per90,sca_per90,gca_per90,sca_passes_live_per90,sca_passes_dead_per90,sca_take_ons_per90,sca_shots_per90,sca_fouled_per90,sca_defense_per90,gca_passes_live_per90,gca_passes_dead_per90,gca_take_ons_per90,gca_shots_per90,gca_fouled_per90,gca_defense_per90,take_ons_won_pct,take_ons_tackled_pct,possession,touches_per90,touches_def_pen_area_per90,touches_def_3rd_per90,touches_mid_3rd_per90,touches_att_3rd_per90,touches_att_pen_area_per90,touches_live_ball_per90,take_ons_per90,carries_per90,carries_distance_per90,progressive_carries_per90,carries_progressive_distance_per90,carries_into_final_third_per90,carries_into_penalty_area_per90,miscontrols_per90,dispossessed_per90,challenge_tackles_pct,aerials_won_pct,tackles_per90,tackles_won_per90,tackles_def_3rd_per90,tackles_mid_3rd_per90,tackles_att_3rd_per90,challenge_tackles_per90,challenges_per90,challenges_lost_per90,blocks_per90,blocked_shots_per90,blocked_passes_per90,interceptions_per90,tackles_interceptions_per90,clearances_per90,errors_per90,ball_recoveries_per90,aerials_won_per90,aerials_lost_per90
Cagliari,2020,38.0,ITA,41,16,4090000.0,167830000.0,33,-0.1499999999999999,0.10526315789473684,0.15789473684210525,2.8421052631578947,0.15789473684210525,0.07894736842105263,14.052631578947368,11.81578947368421,1.4736842105263157,0.07894736842105263,1.4736842105263157,74.9,18.4,52.3,0.23,-0.018421052631578946,34.8,48.1,40.0,3.5,0.39,5.131578947368421,0.02631578947368421,0.02631578947368421,0.0,0.07894736842105263,1.32,0.89,2.21,1.21,2.11,1.1,0.98,0.84,1.94,1.82,31.1,11.53,3.58,0.11,0.34,19.5,0.09,77.8,88.1,84.0,54.8,6455.026315789473,33.89473684210526,2362.8684210526317,0.7000000000000001,0.05263157894736842,9.052631578947368,25.894736842105264,6.473684210526316,2.289473684210526,391.86842105263156,50.55263157894737,14.789473684210526,0.631578947368421,4.394736842105263,20.05263157894737,19.710526315789473,4.052631578947368,1.6578947368421053,1.763157894736842,0.02631578947368421,20.29,2.16,15.105263157894736,1.868421052631579,1.3157894736842106,0.8421052631578947,0.8421052631578947,0.3157894736842105,1.605263157894737,0.13157894736842105,0.07894736842105263,0.15789473684210525,0.10526315789473684,0.07894736842105263,60.2,39.8,45.7,553.1578947368421,67.57894736842105,188.26315789473685,243.3684210526316,127.44736842105263,15.421052631578947,553.0263157894736,14.157894736842104,292.1578947368421,1705.078947368421,17.42105263157895,905.8421052631579,14.842105263157896,2.6315789473684212,14.289473684210526,8.868421052631579,37.3,42.8,14.736842105263158,8.894736842105264,7.894736842105263,5.342105263157895,1.5,6.078947368421052,16.289473684210527,10.210526315789474,11.710526315789474,4.578947368421052,7.131578947368421,8.868421052631579,23.605263157894736,22.5,0.34210526315789475,48.31578947368421,13.578947368421053,18.18421052631579
Fiorentina,2020,38.0,ITA,42,28,7200000.0,302230000.0,33,0.0,0.23684210526315788,0.2894736842105263,2.763157894736842,0.13157894736842105,0.07894736842105263,14.368421052631579,13.157894736842104,1.3157894736842106,0.0,1.263157894736842,75.9,28.9,50.2,0.25,0.05789473684210527,30.7,35.5,38.3,3.5,0.92,4.2631578947368425,0.05263157894736842,0.0,0.05263157894736842,0.13157894736842105,1.26,0.79,2.05,1.03,1.82,1.41,1.19,0.91,2.32,2.1,31.6,14.16,4.47,0.07,0.23,18.2,0.09,79.1,88.2,85.4,56.1,6458.473684210527,38.05263157894737,2405.184210526316,0.8657894736842104,-0.11842105263157894,11.052631578947368,29.57894736842105,7.842105263157895,2.1315789473684212,401.7105263157895,48.86842105263158,15.157894736842104,1.0789473684210527,4.552631578947368,19.105263157894736,18.55263157894737,5.5,1.8421052631578947,2.9473684210526314,0.0,25.53,2.18,17.789473684210527,2.4473684210526314,1.605263157894737,1.5526315789473684,1.8157894736842106,0.3157894736842105,1.263157894736842,0.23684210526315788,0.15789473684210525,0.2894736842105263,0.23684210526315788,0.0,63.9,36.1,47.4,561.6578947368421,58.026315789473685,176.92105263157896,247.10526315789474,144.47368421052633,22.236842105263158,561.3684210526316,17.63157894736842,322.9736842105263,1883.3157894736842,22.55263157894737,1038.9736842105262,14.342105263157896,5.131578947368421,15.657894736842104,10.210526315789474,33.9,48.3,15.026315789473685,8.763157894736842,7.894736842105263,5.394736842105263,1.736842105263158,5.605263157894737,16.526315789473685,10.921052631578947,9.105263157894736,2.5789473684210527,6.526315789473684,9.131578947368421,24.157894736842106,18.92105263157895,0.23684210526315788,50.68421052631579,12.052631578947368,12.921052631578947
Genoa,2020,38.0,ITA,43,25,3310000.0,142380000.0,34,-0.71,0.2894736842105263,0.42105263157894735,2.8157894736842106,0.2631578947368421,0.13157894736842105,15.026315789473685,13.526315789473685,1.5,0.05263157894736842,1.9210526315789473,67.2,18.4,65.8,0.29,-0.1368421052631579,35.1,40.5,34.7,4.4,0.5,5.2894736842105265,0.0,0.05263157894736842,0.07894736842105263,0.18421052631578946,1.21,0.74,1.95,0.92,1.66,1.28,0.95,0.73,2.01,1.68,33.3,11.05,3.68,0.08,0.25,19.2,0.09,78.8,88.8,84.4,53.7,6553.473684210527,33.68421052631579,2448.0526315789475,0.7026315789473684,0.010526315789473684,7.921052631578948,24.657894736842106,7.684210526315789,2.710526315789474,424.86842105263156,51.44736842105263,14.605263157894736,0.34210526315789475,3.736842105263158,19.026315789473685,20.57894736842105,4.368421052631579,1.3421052631578947,1.868421052631579,0.0,19.84,2.11,14.210526315789474,1.5526315789473684,1.0789473684210527,1.3421052631578947,1.263157894736842,0.39473684210526316,1.394736842105263,0.10526315789473684,0.13157894736842105,0.15789473684210525,0.2631578947368421,0.05263157894736842,59.3,40.7,49.5,584.0263157894736,71.13157894736842,201.23684210526315,259.05263157894734,129.52631578947367,17.18421052631579,583.6315789473684,14.868421052631579,333.4736842105263,1709.8947368421052,15.342105263157896,884.6315789473684,11.421052631578947,2.710526315789474,14.68421052631579,9.18421052631579,36.0,50.7,14.5,8.81578947368421,7.052631578947368,5.526315789473684,1.9210526315789473,5.578947368421052,15.5,9.921052631578947,10.789473684210526,3.9473684210526314,6.842105263157895,10.131578947368421,24.63157894736842,20.394736842105264,0.42105263157894735,48.10526315789474,15.789473684210526,15.342105263157896
Verona,2020,38.0,ITA,40,19,2810000.0,112530000.0,30,-0.16000000000000014,0.21052631578947367,0.23684210526315788,2.289473684210526,0.18421052631578946,0.05263157894736842,14.605263157894736,12.894736842105264,2.3947368421052633,0.02631578947368421,1.3421052631578947,75.9,26.3,51.1,0.25,0.028947368421052635,26.9,61.7,55.7,3.0,0.42,4.578947368421052,0.0,0.0,0.05263157894736842,0.18421052631578946,1.18,0.71,1.89,0.97,1.68,1.33,1.15,0.91,2.24,2.06,33.6,11.45,3.84,0.09,0.25,17.4,0.1,75.7,86.0,82.5,49.3,6175.684210526316,41.44736842105263,2345.0,0.781578947368421,-0.19736842105263158,8.736842105263158,28.526315789473685,8.394736842105264,1.8421052631578947,411.07894736842104,50.76315789473684,14.605263157894736,0.7631578947368421,2.473684210526316,19.736842105263158,19.31578947368421,5.447368421052632,2.1842105263157894,2.9473684210526314,0.0,20.16,2.03,14.789473684210526,1.8421052631578947,1.105263157894737,1.4736842105263157,0.8157894736842105,0.13157894736842105,1.3421052631578947,0.13157894736842105,0.18421052631578946,0.15789473684210525,0.18421052631578946,0.02631578947368421,60.1,39.7,49.8,570.0263157894736,62.28947368421053,169.1315789473684,272.1578947368421,134.5,19.57894736842105,569.7894736842105,14.368421052631579,311.07894736842104,1697.421052631579,19.157894736842106,892.1842105263158,14.552631578947368,3.8421052631578947,14.105263157894736,8.078947368421053,43.8,47.8,12.842105263157896,7.631578947368421,6.2368421052631575,4.921052631578948,1.6842105263157894,5.342105263157895,12.18421052631579,6.842105263157895,9.5,4.552631578947368,4.947368421052632,10.473684210526315,23.31578947368421,21.710526315789473,0.2631578947368421,56.473684210526315,18.894736842105264,20.605263157894736
Inter,2020,38.0,ITA,34,19,17830000.0,606050000.0,29,1.16,0.2631578947368421,0.2894736842105263,2.736842105263158,0.15789473684210525,0.07894736842105263,14.81578947368421,11.842105263157896,2.526315789473684,0.02631578947368421,0.9473684210526315,72.0,36.8,33.0,0.25,-0.05263157894736842,47.7,18.3,28.6,4.8,0.55,3.1052631578947367,0.02631578947368421,0.0,0.0,0.13157894736842105,2.11,1.5,3.61,1.84,3.34,1.83,1.6,1.16,2.98,2.76,35.6,15.97,5.68,0.12,0.32,17.6,0.1,82.7,89.7,87.4,67.5,8227.973684210527,47.89473684210526,2804.5,1.0842105263157895,0.34210526315789475,11.81578947368421,34.23684210526316,10.526315789473685,2.5789473684210527,499.3157894736842,46.63157894736842,12.342105263157896,0.5263157894736842,6.394736842105263,20.789473684210527,18.526315789473685,6.184210526315789,2.4210526315789473,1.7105263157894737,0.02631578947368421,28.37,3.61,20.68421052631579,2.0789473684210527,1.7105263157894737,2.1315789473684212,1.3157894736842106,0.4473684210526316,2.5789473684210527,0.15789473684210525,0.23684210526315788,0.2894736842105263,0.3157894736842105,0.02631578947368421,62.4,37.6,54.2,651.7368421052631,64.23684210526316,196.0,301.3157894736842,160.18421052631578,26.94736842105263,651.4473684210526,13.105263157894736,367.10526315789474,2007.7894736842106,20.973684210526315,1104.7368421052631,13.68421052631579,5.0,13.552631578947368,7.684210526315789,34.1,52.3,13.789473684210526,7.552631578947368,6.0,5.578947368421052,2.210526315789474,5.157894736842105,15.131578947368421,9.973684210526315,9.763157894736842,3.1578947368421053,6.605263157894737,9.736842105263158,23.526315789473685,17.289473684210527,0.3157894736842105,49.0,13.552631578947368,12.368421052631579
Juventus,2020,38.0,ITA,38,23,17420000.0,661880000.0,30,0.79,0.34210526315789475,0.3684210526315789,2.289473684210526,0.07894736842105263,0.05263157894736842,13.368421052631579,12.789473684210526,1.9210526315789473,0.0,1.131578947368421,79.0,31.6,44.7,0.22,0.04473684210526316,49.2,21.3,24.8,3.0,1.16,4.2631578947368425,0.02631578947368421,0.05263157894736842,0.02631578947368421,0.07894736842105263,1.92,1.24,3.16,1.58,2.82,1.87,1.58,1.2,3.07,2.78,33.7,17.5,5.89,0.09,0.27,19.0,0.09,86.1,92.5,89.8,66.9,8760.605263157895,45.94736842105263,2910.342105263158,1.0,0.039473684210526314,13.18421052631579,42.86842105263158,8.842105263157896,1.8421052631578947,567.0526315789474,47.026315789473685,13.394736842105264,1.4210526315789473,5.5,18.36842105263158,18.763157894736842,6.184210526315789,1.9473684210526316,2.763157894736842,0.02631578947368421,31.82,3.29,23.710526315789473,2.0789473684210527,1.9736842105263157,1.8157894736842106,1.8157894736842106,0.42105263157894735,2.1578947368421053,0.18421052631578946,0.34210526315789475,0.2631578947368421,0.3157894736842105,0.02631578947368421,63.0,36.9,58.1,721.6052631578947,53.1578947368421,173.02631578947367,355.3421052631579,199.21052631578948,22.710526315789473,721.2368421052631,18.13157894736842,466.4736842105263,2201.4210526315787,23.13157894736842,1127.1842105263158,20.18421052631579,5.552631578947368,13.421052631578947,7.7105263157894735,38.5,56.1,14.18421052631579,8.368421052631579,5.921052631578948,5.7631578947368425,2.5,5.894736842105263,15.31578947368421,9.421052631578947,9.842105263157896,3.1578947368421053,6.684210526315789,9.736842105263158,23.92105263157895,15.526315789473685,0.3684210526315789,47.6578947368421,11.368421052631579,8.894736842105264
Lazio,2020,38.0,ITA,34,24,8940000.0,303880000.0,27,0.9199999999999997,0.39473684210526316,0.47368421052631576,2.6052631578947367,0.05263157894736842,0.02631578947368421,12.157894736842104,10.5,1.868421052631579,0.02631578947368421,1.105263157894737,77.3,28.9,44.4,0.24,0.08947368421052632,40.2,32.1,25.9,2.1,0.47,4.052631578947368,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.18421052631578946,2.03,1.18,3.21,1.63,2.82,1.79,1.42,1.12,2.91,2.54,36.3,14.79,5.37,0.11,0.3,18.2,0.1,81.8,89.0,86.9,64.7,7403.815789473684,43.89473684210526,2652.6315789473683,0.9447368421052631,0.06578947368421052,11.421052631578947,35.10526315789474,10.342105263157896,2.710526315789474,465.6578947368421,43.39473684210526,11.81578947368421,1.6578947368421053,4.894736842105263,19.5,16.05263157894737,5.7368421052631575,1.894736842105263,2.6842105263157894,0.0,27.32,3.55,20.263157894736842,2.0,1.868421052631579,1.5789473684210527,1.1578947368421053,0.4473684210526316,2.5789473684210527,0.05263157894736842,0.2631578947368421,0.23684210526315788,0.34210526315789475,0.07894736842105263,62.1,37.4,50.4,614.0,62.0,184.42105263157896,275.8157894736842,160.02631578947367,25.0,613.5263157894736,15.263157894736842,345.89473684210526,2118.9210526315787,24.605263157894736,1210.3947368421052,17.31578947368421,5.578947368421052,13.236842105263158,7.105263157894737,36.6,46.6,14.394736842105264,8.18421052631579,7.105263157894737,5.394736842105263,1.894736842105263,5.894736842105263,16.105263157894736,10.210526315789474,10.631578947368421,3.736842105263158,6.894736842105263,9.947368421052632,24.342105263157894,16.894736842105264,0.23684210526315788,50.55263157894737,11.842105263157896,13.552631578947368
AC Milan,2020,38.0,ITA,37,22,10930000.0,404330000.0,32,0.3700000000000001,0.21052631578947367,0.23684210526315788,2.5526315789473686,0.15789473684210525,0.05263157894736842,14.342105263157896,12.105263157894736,1.6578947368421053,0.02631578947368421,1.2105263157894737,73.4,31.6,45.6,0.24,0.015789473684210527,43.7,32.2,36.9,5.7,1.03,4.052631578947368,0.13157894736842105,0.0,0.02631578947368421,0.10526315789473684,1.58,1.0,2.58,1.37,2.37,1.65,1.47,1.21,2.86,2.68,30.5,16.05,4.89,0.09,0.28,19.0,0.09,82.5,89.4,87.7,59.7,7748.684210526316,45.18421052631579,2719.315789473684,1.0236842105263158,-0.21052631578947367,12.526315789473685,35.421052631578945,9.921052631578947,2.1842105263157894,494.05263157894734,49.05263157894737,14.421052631578947,1.0789473684210527,4.684210526315789,18.763157894736842,19.63157894736842,5.473684210526316,2.236842105263158,2.0526315789473686,0.0,28.66,2.68,21.5,2.026315789473684,1.9736842105263157,1.5789473684210527,1.236842105263158,0.34210526315789475,1.763157894736842,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.02631578947368421,61.3,38.7,54.9,652.6315789473684,59.39473684210526,179.89473684210526,308.5263157894737,171.28947368421052,24.63157894736842,652.3947368421053,17.263157894736842,406.5263157894737,2133.2105263157896,21.473684210526315,1127.6052631578948,18.526315789473685,5.7631578947368425,15.736842105263158,9.0,37.7,51.5,15.289473684210526,9.078947368421053,7.105263157894737,6.2368421052631575,1.9473684210526316,6.157894736842105,16.31578947368421,10.157894736842104,9.289473684210526,2.789473684210526,6.5,11.026315789473685,26.31578947368421,17.157894736842106,0.5,50.73684210526316,14.157894736842104,13.342105263157896
Napoli,2020,38.0,ITA,33,24,16610000.0,548280000.0,25,0.26,0.13157894736842105,0.13157894736842105,1.9210526315789473,0.05263157894736842,0.0,11.078947368421053,13.763157894736842,1.4210526315789473,0.02631578947368421,1.3157894736842106,68.8,18.4,42.6,0.26,-0.16842105263157894,36.1,17.0,21.6,3.5,0.84,3.6315789473684212,0.02631578947368421,0.0,0.02631578947368421,0.10526315789473684,1.58,1.18,2.76,1.45,2.63,1.62,1.52,1.23,2.85,2.75,32.9,17.97,5.92,0.08,0.24,19.0,0.09,86.1,92.6,88.7,65.7,8865.105263157895,53.26315789473684,2829.2105263157896,1.0710526315789475,-0.04736842105263158,14.289473684210526,41.21052631578947,10.894736842105264,2.263157894736842,596.7631578947369,49.078947368421055,15.894736842105264,0.9473684210526315,4.921052631578948,21.394736842105264,18.736842105263158,5.842105263157895,2.1315789473684212,2.4473684210526314,0.05263157894736842,32.68,2.71,25.842105263157894,1.9736842105263157,1.7105263157894737,1.7105263157894737,1.0789473684210527,0.3684210526315789,1.868421052631579,0.23684210526315788,0.07894736842105263,0.2894736842105263,0.18421052631578946,0.05263157894736842,61.7,38.3,59.2,739.0526315789474,56.28947368421053,178.42105263157896,370.57894736842104,195.8421052631579,24.13157894736842,738.921052631579,15.447368421052632,488.7105263157895,2480.0526315789475,25.763157894736842,1408.0263157894738,21.13157894736842,5.105263157894737,11.236842105263158,7.7894736842105265,38.1,50.7,12.81578947368421,7.7631578947368425,5.868421052631579,4.815789473684211,2.1315789473684212,5.421052631578948,14.210526315789474,8.789473684210526,8.473684210526315,2.263157894736842,6.2105263157894735,8.68421052631579,21.5,12.210526315789474,0.2894736842105263,51.526315789473685,10.105263157894736,9.842105263157896
Parma,2020,38.0,ITA,40,19,3220000.0,128750000.0,25,-0.1100000000000001,0.10526315789473684,0.15789473684210525,2.1315789473684212,0.02631578947368421,0.0,13.657894736842104,12.289473684210526,1.5789473684210527,0.0,1.5,76.4,15.8,61.0,0.25,0.10526315789473684,47.3,41.3,31.2,3.1,0.26,5.578947368421052,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.2631578947368421,1.39,1.0,2.39,1.29,2.29,1.27,1.15,0.89,2.17,2.04,31.7,12.05,3.82,0.11,0.34,19.0,0.1,77.4,86.5,83.7,60.6,6226.105263157895,32.28947368421053,2452.7631578947367,0.618421052631579,0.10789473684210525,8.921052631578947,23.18421052631579,6.052631578947368,1.4736842105263157,363.05263157894734,50.0,13.789473684210526,0.5,5.368421052631579,15.710526315789474,19.342105263157894,4.368421052631579,2.0789473684210527,1.5,0.05263157894736842,21.26,2.5,15.447368421052632,1.868421052631579,1.5263157894736843,1.0,1.105263157894737,0.3157894736842105,1.736842105263158,0.18421052631578946,0.2631578947368421,0.13157894736842105,0.13157894736842105,0.05263157894736842,57.8,41.7,43.8,528.421052631579,71.5,191.55263157894737,223.3684210526316,119.28947368421052,19.210526315789473,528.2631578947369,14.842105263157896,296.05263157894734,1681.0526315789473,17.710526315789473,892.8684210526316,13.210526315789474,4.868421052631579,15.31578947368421,9.342105263157896,39.8,53.8,16.18421052631579,9.157894736842104,8.657894736842104,6.0,1.5263157894736843,7.421052631578948,18.63157894736842,11.210526315789474,11.131578947368421,4.657894736842105,6.473684210526316,10.368421052631579,26.55263157894737,22.605263157894736,0.3684210526315789,49.23684210526316,14.210526315789474,12.18421052631579
AS Roma,2020,38.0,ITA,36,23,10910000.0,392730000.0,31,0.5799999999999998,0.3157894736842105,0.3684210526315789,2.9210526315789473,0.18421052631578946,0.10526315789473684,14.236842105263158,11.447368421052632,1.1842105263157894,0.0,1.3421052631578947,73.4,18.4,53.4,0.28,0.06315789473684211,44.7,29.4,33.8,2.3,1.39,4.157894736842105,0.02631578947368421,0.0,0.02631578947368421,0.13157894736842105,1.92,1.24,3.16,1.61,2.84,1.93,1.65,1.28,3.21,2.93,31.4,16.58,5.21,0.1,0.31,18.7,0.1,82.6,89.6,88.3,65.2,7940.789473684211,43.44736842105263,2704.4210526315787,1.0999999999999999,-0.042105263157894736,12.552631578947368,32.526315789473685,9.052631578947368,2.0789473684210527,460.2631578947368,47.10526315789474,13.736842105263158,1.5,5.605263157894737,20.55263157894737,17.473684210526315,7.026315789473684,1.5263157894736843,4.2631578947368425,0.02631578947368421,29.82,3.37,21.07894736842105,2.6578947368421053,2.0526315789473686,2.0,1.5,0.5263157894736842,2.3684210526315788,0.18421052631578946,0.23684210526315788,0.2894736842105263,0.2894736842105263,0.0,62.1,37.7,52.7,611.9736842105264,59.63157894736842,175.68421052631578,286.55263157894734,156.52631578947367,26.289473684210527,611.6052631578947,17.657894736842106,339.44736842105266,2107.2105263157896,24.842105263157894,1124.9736842105262,18.894736842105264,6.2105263157894735,14.131578947368421,7.421052631578948,39.2,56.1,12.973684210526315,7.973684210526316,5.315789473684211,5.342105263157895,2.3157894736842106,5.184210526315789,13.236842105263158,8.052631578947368,9.131578947368421,2.8157894736842106,6.315789473684211,10.526315789473685,23.5,16.94736842105263,0.39473684210526316,48.73684210526316,13.947368421052632,10.921052631578947
Sampdoria,2020,38.0,ITA,38,19,3560000.0,135280000.0,31,-0.44999999999999996,0.23684210526315788,0.3157894736842105,2.9210526315789473,0.18421052631578946,0.13157894736842105,14.81578947368421,12.078947368421053,1.6578947368421053,0.10526315789473684,1.7105263157894737,68.0,23.7,53.5,0.26,-0.19736842105263158,35.3,45.2,44.6,2.5,0.89,4.684210526315789,0.0,0.02631578947368421,0.0,0.2631578947368421,1.26,0.66,1.92,1.03,1.68,1.32,1.07,0.81,2.13,1.89,29.3,14.45,4.24,0.07,0.24,19.4,0.08,74.7,86.0,80.8,50.0,5639.026315789473,36.026315789473685,2278.1052631578946,0.7157894736842105,-0.15263157894736842,10.526315789473685,26.42105263157895,7.894736842105263,3.0,368.10526315789474,49.94736842105263,14.631578947368421,0.7368421052631579,3.1578947368421053,21.42105263157895,19.342105263157894,5.131578947368421,2.526315789473684,1.763157894736842,0.0,25.58,2.11,18.236842105263158,2.3947368421052633,1.2105263157894737,1.7894736842105263,1.631578947368421,0.3157894736842105,1.394736842105263,0.10526315789473684,0.07894736842105263,0.15789473684210525,0.3157894736842105,0.05263157894736842,60.6,39.4,42.7,528.921052631579,60.0,163.07894736842104,240.81578947368422,131.28947368421052,18.55263157894737,528.6052631578947,13.342105263157896,271.2894736842105,1481.578947368421,16.13157894736842,791.921052631579,12.18421052631579,2.6315789473684212,13.289473684210526,7.7631578947368425,38.0,48.5,15.368421052631579,9.31578947368421,7.026315789473684,5.894736842105263,2.4473684210526314,6.052631578947368,15.921052631578947,9.868421052631579,10.447368421052632,3.0526315789473686,7.394736842105263,10.421052631578947,25.789473684210527,20.473684210526315,0.13157894736842105,50.73684210526316,15.473684210526315,16.44736842105263
Sassuolo,2020,38.0,ITA,44,18,3820000.0,167980000.0,31,0.16000000000000014,0.13157894736842105,0.15789473684210525,2.6052631578947367,0.07894736842105263,0.02631578947368421,13.105263157894736,14.736842105263158,1.6842105263157894,0.10526315789473684,1.6578947368421053,70.1,18.4,54.7,0.26,-0.1131578947368421,35.2,26.1,25.9,3.9,1.0,4.842105263157895,0.02631578947368421,0.0,0.02631578947368421,0.23684210526315788,1.82,1.29,3.11,1.68,2.97,1.39,1.27,1.03,2.42,2.3,34.9,14.39,5.03,0.12,0.34,19.8,0.09,85.0,92.0,89.4,58.2,7844.9473684210525,41.8421052631579,2586.842105263158,0.8342105263157894,0.2578947368421053,11.131578947368421,33.526315789473685,7.7368421052631575,0.9210526315789473,524.7894736842105,49.13157894736842,16.342105263157894,1.2105263157894737,3.0789473684210527,14.789473684210526,17.81578947368421,5.447368421052632,3.1052631578947367,1.7894736842105263,0.02631578947368421,25.47,3.05,18.973684210526315,1.5,1.7105263157894737,1.5526315789473684,1.3157894736842106,0.42105263157894735,2.1578947368421053,0.05263157894736842,0.34210526315789475,0.2894736842105263,0.21052631578947367,0.0,61.8,38.0,57.5,681.6578947368421,64.15789473684211,193.8684210526316,333.07894736842104,161.3684210526316,22.18421052631579,681.5,19.92105263157895,391.42105263157896,2281.2105263157896,23.736842105263158,1277.5263157894738,17.842105263157894,6.157894736842105,13.736842105263158,8.921052631578947,44.8,47.0,14.552631578947368,8.736842105263158,7.184210526315789,5.552631578947368,1.8157894736842106,6.552631578947368,14.631578947368421,8.078947368421053,10.31578947368421,3.4210526315789473,6.894736842105263,9.157894736842104,23.710526315789473,17.526315789473685,0.23684210526315788,47.68421052631579,8.973684210526315,10.131578947368421
Torino,2020,38.0,ITA,37,17,4420000.0,163550000.0,27,-0.6300000000000001,0.18421052631578946,0.21052631578947367,2.526315789473684,0.18421052631578946,0.13157894736842105,15.947368421052632,14.18421052631579,1.6578947368421053,0.07894736842105263,1.7894736842105263,72.1,18.4,61.9,0.25,-0.08157894736842106,46.7,39.3,40.8,3.6,0.5,5.473684210526316,0.02631578947368421,0.0,0.07894736842105263,0.18421052631578946,1.16,0.76,1.92,0.97,1.74,1.18,1.04,0.8,1.98,1.83,32.9,11.53,3.79,0.08,0.26,18.4,0.09,77.0,86.4,83.9,57.1,6182.6578947368425,32.10526315789474,2334.5789473684213,0.6947368421052631,-0.034210526315789476,8.894736842105264,22.42105263157895,7.815789473684211,3.5526315789473686,376.57894736842104,51.5,16.07894736842105,0.3684210526315789,4.7894736842105265,19.894736842105264,18.57894736842105,4.7368421052631575,1.4210526315789473,0.8947368421052632,0.02631578947368421,20.68,1.92,14.263157894736842,2.3947368421052633,1.131578947368421,1.131578947368421,1.394736842105263,0.3684210526315789,1.1578947368421053,0.21052631578947367,0.13157894736842105,0.3157894736842105,0.10526315789473684,0.0,62.8,37.2,47.4,548.578947368421,66.65789473684211,188.97368421052633,238.02631578947367,128.5,19.394736842105264,548.3684210526316,18.81578947368421,288.7105263157895,1675.9736842105262,22.18421052631579,894.0263157894736,14.31578947368421,4.105263157894737,15.921052631578947,9.473684210526315,38.6,52.2,15.052631578947368,8.263157894736842,7.0,6.2105263157894735,1.8421052631578947,5.578947368421052,14.447368421052632,8.868421052631579,11.394736842105264,4.2105263157894735,7.184210526315789,13.026315789473685,28.07894736842105,23.026315789473685,0.3684210526315789,53.89473684210526,18.394736842105264,16.842105263157894
