squad,season_end_year,minutes_90s,country,squad_size,foreigners,squad_value_avg,squad_value,players_used,gd_per90,pens_made_per90,pens_att_per90,cards_yellow_per90,cards_red_per90,cards_yellow_red_per90,fouls_per90,fouled_per90,offsides_per90,own_goals_per90,gk_goals_against_per90,gk_save_pct,gk_clean_sheets_pct,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net_per90,gk_passes_pct_launched,gk_pct_passes_launched,gk_goal_kick_length_avg,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area_per90,gk_shots_on_target_against_per90,gk_pens_saved_per90,gk_pens_missed_per90,gk_free_kick_goals_against_per90,gk_corner_kick_goals_against_per90,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,npxg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_xg_assist_per90,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,npxg_per_shot,passes_pct,passes_pct_short,passes_pct_medium,passes_pct_long,passes_total_distance_per90,progressive_passes_per90,passes_progressive_distance_per90,pass_xa_per90,xg_assist_net_per90,assisted_shots_per90,passes_into_final_third_per90,passes_into_penalty_area_per90,crosses_into_penalty_area_per90,passes_live_per90,passes_dead_per90,passes_free_kicks_per90,through_balls_per90,passes_switches_per90,crosses_per90,throw_ins_per90,corner_kicks_per90,corner_kicks_in_per90,corner_kicks_out_per90,corner_kicks_straight_per90,sca_per90,gca_per90,sca_passes_live_per90,sca_passes_dead_per90,sca_take_ons_per90,sca_shots_per90,sca_fouled_per90,sca_defense_per90,gca_passes_live_per90,gca_passes_dead_per90,gca_take_ons_per90,gca_shots_per90,gca_fouled_per90,gca_defense_per90,take_ons_won_pct,take_ons_tackled_pct,possession,touches_per90,touches_def_pen_area_per90,touches_def_3rd_per90,touches_mid_3rd_per90,touches_att_3rd_per90,touches_att_pen_area_per90,touches_live_ball_per90,take_ons_per90,carries_per90,carries_distance_per90,progressive_carries_per90,carries_progressive_distance_per90,carries_into_final_third_per90,carries_into_penalty_area_per90,miscontrols_per90,dispossessed_per90,challenge_tackles_pct,aerials_won_pct,tackles_per90,tackles_won_per90,tackles_def_3rd_per90,tackles_mid_3rd_per90,tackles_att_3rd_per90,challenge_tackles_per90,challenges_per90,challenges_lost_per90,blocks_per90,blocked_shots_per90,blocked_passes_per90,interceptions_per90,tackles_interceptions_per90,clearances_per90,errors_per90,ball_recoveries_per90,aerials_won_per90,aerials_lost_per90
Udinese,2020,38.0,ITA,39,28,3100000.0,121080000.0,25,-0.3700000000000001,0.0,0.0,2.026315789473684,0.07894736842105263,0.05263157894736842,13.31578947368421,10.894736842105264,1.7105263157894737,0.0,1.3421052631578947,77.8,36.8,52.1,0.22,0.028947368421052635,43.7,34.5,34.1,4.3,0.53,5.105263157894737,0.05263157894736842,0.0,0.05263157894736842,0.10526315789473684,0.97,0.68,1.66,0.97,1.66,1.1,1.1,0.88,1.98,1.98,30.1,12.34,3.71,0.08,0.26,18.5,0.09,78.8,88.5,84.0,55.6,6186.631578947368,33.526315789473685,2376.7105263157896,0.6815789473684211,-0.19736842105263158,9.526315789473685,24.657894736842106,7.2631578947368425,2.6052631578947367,398.07894736842104,46.81578947368421,12.368421052631579,0.5,3.973684210526316,19.210526315789473,17.473684210526315,5.2631578947368425,1.9210526315789473,1.4473684210526316,0.0,21.74,1.61,16.526315789473685,1.8157894736842106,1.263157894736842,0.9736842105263158,0.8421052631578947,0.3157894736842105,1.131578947368421,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.02631578947368421,0.07894736842105263,63.6,36.2,44.7,556.0,64.42105263157895,188.8684210526316,250.0,124.10526315789474,18.57894736842105,556.0,14.473684210526315,321.13157894736844,1772.342105263158,18.657894736842106,958.8684210526316,14.18421052631579,4.2894736842105265,14.157894736842104,8.631578947368421,42.7,47.5,15.710526315789474,8.947368421052632,8.657894736842104,5.631578947368421,1.4210526315789473,6.657894736842105,15.605263157894736,8.947368421052632,11.421052631578947,4.026315789473684,7.394736842105263,9.868421052631579,25.57894736842105,20.763157894736842,0.34210526315789475,49.68421052631579,12.710526315789474,14.052631578947368
Benevento,2020,38.0,ITA,33,8,631000.0,20830000.0,29,1.03,0.10526315789473684,0.10526315789473684,2.1315789473684212,0.15789473684210525,0.07894736842105263,13.894736842105264,15.631578947368421,2.1842105263157894,0.02631578947368421,0.7105263157894737,81.7,50.0,36.6,0.25,0.2789473684210526,46.6,37.1,33.7,6.3,0.79,3.4473684210526314,0.02631578947368421,0.0,0.0,0.05263157894736842,1.74,1.26,3.0,1.63,2.89,1.67,1.59,1.2,2.87,2.79,32.7,15.21,4.97,0.11,0.33,18.6,0.11,78.2,87.4,83.4,61.3,6851.763157894737,39.5,2680.7105263157896,1.013157894736842,0.06052631578947368,11.789473684210526,28.81578947368421,8.842105263157896,3.1578947368421053,400.6578947368421,54.5,17.86842105263158,0.7105263157894737,6.026315789473684,18.07894736842105,21.473684210526315,4.657894736842105,1.5263157894736843,1.8421052631578947,0.02631578947368421,26.61,2.95,18.894736842105264,2.8157894736842106,1.368421052631579,1.4210526315789473,1.4736842105263157,0.631578947368421,1.8421052631578947,0.39473684210526316,0.05263157894736842,0.2894736842105263,0.34210526315789475,0.02631578947368421,57.9,41.9,50.0,561.5,59.76315789473684,186.1578947368421,250.0,132.31578947368422,19.94736842105263,561.3947368421053,11.81578947368421,324.10526315789474,1832.6315789473683,18.86842105263158,995.6578947368421,13.31578947368421,3.3947368421052633,15.973684210526315,8.157894736842104,43.9,54.2,13.68421052631579,9.368421052631579,7.2894736842105265,5.078947368421052,1.3157894736842106,6.526315789473684,14.868421052631579,8.342105263157896,8.81578947368421,2.6842105263157894,6.131578947368421,10.31578947368421,24.0,19.342105263157894,0.13157894736842105,49.68421052631579,15.18421052631579,12.81578947368421
Crotone,2020,38.0,ITA,37,16,511000.0,18900000.0,29,0.56,0.13157894736842105,0.13157894736842105,2.210526315789474,0.13157894736842105,0.05263157894736842,14.763157894736842,15.210526315789474,1.5526315789473684,0.05263157894736842,1.0526315789473684,69.8,31.6,34.2,0.26,-0.09999999999999999,49.7,26.6,26.1,2.1,1.79,3.3157894736842106,0.0,0.0,0.05263157894736842,0.15789473684210525,1.61,0.95,2.55,1.47,2.42,1.71,1.61,1.22,2.93,2.83,31.6,15.55,4.92,0.09,0.3,18.6,0.11,80.5,88.4,85.6,61.1,8488.157894736842,52.71052631578947,3189.7894736842104,1.1921052631578946,-0.2710526315789474,11.68421052631579,39.13157894736842,10.5,3.0,512.0263157894736,59.1578947368421,19.657894736842106,0.6052631578947368,6.2631578947368425,22.842105263157894,22.289473684210527,6.578947368421052,3.0,0.9736842105263158,0.02631578947368421,27.74,2.61,20.05263157894737,2.6315789473684212,1.7105263157894737,1.5,1.394736842105263,0.4473684210526316,1.5789473684210527,0.2631578947368421,0.15789473684210525,0.2631578947368421,0.2894736842105263,0.05263157894736842,62.7,37.3,60.2,671.3947368421053,58.1578947368421,200.1578947368421,313.3421052631579,164.3684210526316,21.36842105263158,671.2631578947369,14.18421052631579,407.7894736842105,2157.4473684210525,20.710526315789473,1145.078947368421,14.710526315789474,3.736842105263158,16.94736842105263,10.947368421052632,38.1,53.4,12.31578947368421,7.7894736842105265,5.473684210526316,5.342105263157895,1.5,4.7368421052631575,12.421052631578947,7.684210526315789,8.973684210526315,2.473684210526316,6.5,9.631578947368421,21.94736842105263,14.31578947368421,0.13157894736842105,52.18421052631579,15.052631578947368,13.131578947368421
Spezia,2020,38.0,ITA,33,14,492000.0,16250000.0,30,0.33999999999999986,0.15789473684210525,0.18421052631578946,2.3684210526315788,0.15789473684210525,0.10526315789473684,15.578947368421053,13.763157894736842,1.763157894736842,0.0,1.0526315789473684,70.6,36.8,35.9,0.26,-0.10789473684210525,45.2,30.6,40.2,2.9,1.05,3.1315789473684212,0.0,0.0,0.05263157894736842,0.10526315789473684,1.39,1.03,2.42,1.24,2.26,1.4,1.25,1.08,2.48,2.34,30.0,13.16,3.95,0.09,0.31,18.6,0.1,80.3,88.4,85.7,63.0,8230.473684210527,43.421052631578945,2873.842105263158,0.9131578947368422,-0.05526315789473685,10.342105263157896,34.44736842105263,8.394736842105264,2.4210526315789473,486.57894736842104,55.81578947368421,17.236842105263158,0.4473684210526316,8.921052631578947,17.026315789473685,24.842105263157894,4.631578947368421,1.236842105263158,2.0526315789473686,0.05263157894736842,23.24,2.39,17.473684210526315,2.1578947368421053,0.8947368421052632,1.1842105263157894,1.1842105263157894,0.34210526315789475,1.6842105263157894,0.21052631578947367,0.05263157894736842,0.2631578947368421,0.18421052631578946,0.0,58.3,41.7,55.3,640.4736842105264,55.55263157894737,196.52631578947367,296.7368421052632,152.60526315789474,19.263157894736842,640.2894736842105,13.552631578947368,344.05263157894734,1865.6315789473683,16.894736842105264,928.921052631579,13.157894736842104,4.631578947368421,15.026315789473685,8.657894736842104,48.1,51.2,12.921052631578947,8.789473684210526,6.421052631578948,4.894736842105263,1.605263157894737,5.2631578947368425,10.947368421052632,5.684210526315789,8.5,2.1842105263157894,6.315789473684211,9.210526315789474,22.13157894736842,16.94736842105263,0.18421052631578946,49.473684210526315,14.868421052631579,14.18421052631579
Atalanta,2021,38.0,ITA,39,21,11030000.0,430000000.0,30,1.1300000000000001,0.15789473684210525,0.18421052631578946,1.763157894736842,0.07894736842105263,0.02631578947368421,15.263157894736842,12.447368421052632,1.4736842105263157,0.02631578947368421,1.236842105263158,62.5,28.9,42.3,0.31,-0.09736842105263159,40.9,24.8,47.7,3.7,1.74,2.9473684210526314,0.07894736842105263,0.0,0.0,0.13157894736842105,2.37,1.71,4.08,2.21,3.92,1.97,1.82,1.46,3.43,3.28,36.0,16.16,5.82,0.14,0.38,16.6,0.12,81.9,88.6,86.9,61.4,8163.921052631579,54.6578947368421,2892.5789473684213,1.2921052631578949,0.25,12.81578947368421,43.026315789473685,12.894736842105264,2.236842105263158,535.5526315789474,43.578947368421055,13.368421052631579,0.7368421052631579,4.7631578947368425,17.289473684210527,18.13157894736842,5.2894736842105265,2.736842105263158,2.1578947368421053,0.0,29.34,4.26,22.789473684210527,1.7894736842105263,1.5789473684210527,1.605263157894737,1.131578947368421,0.4473684210526316,3.3421052631578947,0.21052631578947367,0.2631578947368421,0.23684210526315788,0.13157894736842105,0.07894736842105263,56.0,43.7,54.6,694.5263157894736,46.81578947368421,174.73684210526315,317.57894736842104,208.52631578947367,30.18421052631579,694.3421052631579,18.605263157894736,413.7894736842105,2075.842105263158,23.0,1037.1842105263158,17.31578947368421,6.7368421052631575,17.894736842105264,10.68421052631579,44.8,55.6,15.947368421052632,9.026315789473685,6.631578947368421,6.7368421052631575,2.5789473684210527,6.973684210526316,15.552631578947368,8.578947368421053,11.078947368421053,2.4210526315789473,8.657894736842104,13.578947368421053,29.526315789473685,12.736842105263158,0.2894736842105263,65.05263157894737,16.657894736842106,13.31578947368421
Bologna,2021,38.0,ITA,45,27,3410000.0,153600000.0,37,-0.41999999999999993,0.07894736842105263,0.10526315789473684,2.1578947368421053,0.10526315789473684,0.05263157894736842,14.105263157894736,12.526315789473685,1.9210526315789473,0.05263157894736842,1.7105263157894737,69.9,13.2,63.3,0.3,0.007894736842105263,38.1,24.6,23.4,5.0,1.03,5.078947368421052,0.05263157894736842,0.0,0.05263157894736842,0.23684210526315788,1.29,1.0,2.29,1.21,2.21,1.44,1.34,1.03,2.47,2.37,35.4,13.03,4.61,0.09,0.26,18.5,0.11,79.2,87.5,84.4,57.7,6756.421052631579,39.89473684210526,2611.7631578947367,0.7710526315789474,-0.02631578947368421,9.789473684210526,31.394736842105264,6.894736842105263,1.5789473684210527,437.60526315789474,48.3421052631579,14.026315789473685,0.8157894736842105,2.763157894736842,17.605263157894736,18.342105263157894,5.2894736842105265,3.526315789473684,1.0,0.0,22.68,2.18,16.55263157894737,1.894736842105263,1.263157894736842,1.368421052631579,1.131578947368421,0.47368421052631576,1.631578947368421,0.15789473684210525,0.02631578947368421,0.21052631578947367,0.13157894736842105,0.02631578947368421,54.9,45.1,50.8,599.9473684210526,71.76315789473684,196.71052631578948,264.07894736842104,144.47368421052633,20.105263157894736,599.8421052631579,16.526315789473685,333.89473684210526,1813.1315789473683,18.57894736842105,910.2105263157895,12.447368421052632,4.631578947368421,15.736842105263158,8.026315789473685,38.8,48.7,14.263157894736842,8.236842105263158,7.184210526315789,4.894736842105263,2.1842105263157894,5.5,14.157894736842104,8.657894736842104,11.894736842105264,3.8684210526315788,8.026315789473685,11.157894736842104,25.42105263157895,19.473684210526315,0.5526315789473685,53.05263157894737,14.842105263157896,15.631578947368421
Cagliari,2021,38.0,ITA,42,19,4470000.0,187830000.0,32,-0.42000000000000015,0.10526315789473684,0.13157894736842105,2.026315789473684,0.07894736842105263,0.05263157894736842,13.578947368421053,12.342105263157896,1.5,0.0,1.5526315789473684,73.4,18.4,59.1,0.27,0.002631578947368421,41.6,39.2,42.5,3.3,0.58,5.342105263157895,0.0,0.0,0.02631578947368421,0.23684210526315788,1.13,0.79,1.92,1.03,1.82,1.24,1.14,0.9,2.14,2.04,28.4,11.29,3.21,0.09,0.32,17.4,0.1,77.3,86.6,83.3,55.5,6207.894736842105,32.31578947368421,2366.1315789473683,0.8105263157894737,-0.10526315789473684,8.342105263157896,25.44736842105263,7.2631578947368425,2.3947368421052633,392.5,49.89473684210526,14.81578947368421,0.21052631578947367,2.526315789473684,18.973684210526315,19.86842105263158,4.473684210526316,1.3421052631578947,2.4210526315789473,0.0,19.21,1.97,13.710526315789474,1.894736842105263,1.0,1.4210526315789473,0.9210526315789473,0.2631578947368421,1.368421052631579,0.10526315789473684,0.10526315789473684,0.2631578947368421,0.13157894736842105,0.0,55.5,44.5,44.8,552.3421052631579,61.94736842105263,184.39473684210526,246.21052631578948,128.31578947368422,18.736842105263158,552.2105263157895,15.921052631578947,288.0,1605.1842105263158,15.5,833.3421052631579,12.131578947368421,3.210526315789474,14.0,7.394736842105263,41.6,51.4,15.5,8.842105263157896,7.7894736842105265,6.026315789473684,1.6842105263157894,7.078947368421052,17.026315789473685,9.947368421052632,11.078947368421053,3.4210526315789473,7.657894736842105,10.210526315789474,25.710526315789473,20.44736842105263,0.15789473684210525,48.78947368421053,16.763157894736842,15.842105263157896
Fiorentina,2021,38.0,ITA,41,24,7000000.0,286800000.0,30,-0.3900000000000001,0.15789473684210525,0.15789473684210525,2.263157894736842,0.13157894736842105,0.0,13.763157894736842,13.763157894736842,1.605263157894737,0.05263157894736842,1.5526315789473684,66.4,23.7,59.3,0.32,0.06052631578947368,37.0,46.2,45.3,4.8,0.74,4.0,0.07894736842105263,0.0,0.02631578947368421,0.2894736842105263,1.16,0.82,1.97,1.0,1.82,1.18,1.06,0.83,2.01,1.89,31.4,9.63,3.03,0.1,0.33,16.9,0.11,78.4,87.2,85.3,56.9,6480.921052631579,35.60526315789474,2338.1052631578946,0.7368421052631579,-0.015789473684210527,7.0,29.736842105263158,6.447368421052632,2.4473684210526314,398.92105263157896,50.421052631578945,16.236842105263158,0.2631578947368421,5.342105263157895,19.473684210526315,19.526315789473685,4.421052631578948,0.8947368421052632,2.973684210526316,0.02631578947368421,17.24,2.03,12.421052631578947,1.868421052631579,0.7631578947368421,0.6842105263157895,1.3157894736842106,0.18421052631578946,1.394736842105263,0.13157894736842105,0.10526315789473684,0.15789473684210525,0.23684210526315788,0.0,56.5,43.5,46.3,550.0526315789474,55.10526315789474,161.76315789473685,255.55263157894737,138.3421052631579,17.342105263157894,549.8947368421053,15.131578947368421,307.36842105263156,1658.1842105263158,16.763157894736842,835.6578947368421,13.131578947368421,3.0,14.763157894736842,11.105263157894736,42.1,49.7,13.052631578947368,6.921052631578948,6.0,5.2105263157894735,1.8421052631578947,6.026315789473684,14.31578947368421,8.289473684210526,9.526315789473685,3.3421052631578947,6.184210526315789,10.210526315789474,23.263157894736842,16.289473684210527,0.21052631578947367,47.81578947368421,14.157894736842104,14.31578947368421
Genoa,2021,38.0,ITA,44,23,2540000.0,111930000.0,34,-0.32000000000000006,0.10526315789473684,0.10526315789473684,2.289473684210526,0.05263157894736842,0.02631578947368421,13.68421052631579,12.263157894736842,2.0789473684210527,0.05263157894736842,1.5263157894736843,72.9,23.7,59.1,0.29,0.08157894736842106,33.4,44.0,37.4,3.4,0.68,4.947368421052632,0.0,0.0,0.0,0.15789473684210525,1.21,0.84,2.05,1.11,1.95,1.02,0.94,0.69,1.72,1.63,35.5,8.89,3.16,0.12,0.35,18.0,0.11,77.7,87.8,84.0,53.4,6481.026315789473,30.657894736842106,2355.2368421052633,0.5105263157894736,0.14736842105263157,6.552631578947368,24.210526315789473,5.947368421052632,1.9473684210526316,423.4736842105263,46.76315789473684,13.657894736842104,0.39473684210526316,3.8421052631578947,15.236842105263158,18.5,3.3947368421052633,1.131578947368421,1.631578947368421,0.0,15.39,1.92,11.552631578947368,1.0,1.0,0.9210526315789473,0.5789473684210527,0.34210526315789475,1.4473684210526316,0.07894736842105263,0.13157894736842105,0.15789473684210525,0.05263157894736842,0.05263157894736842,54.3,45.5,44.8,580.0263157894736,68.21052631578948,206.6315789473684,266.42105263157896,113.21052631578948,15.131578947368421,579.921052631579,14.236842105263158,326.3157894736842,1591.157894736842,13.763157894736842,785.4473684210526,10.342105263157896,3.1052631578947367,15.5,8.026315789473685,39.8,44.0,14.605263157894736,8.131578947368421,7.7105263157894735,5.184210526315789,1.7105263157894737,6.7105263157894735,16.842105263157894,10.131578947368421,11.5,3.236842105263158,8.263157894736842,13.68421052631579,28.289473684210527,20.657894736842106,0.3157894736842105,52.973684210526315,13.289473684210526,16.92105263157895
Verona,2021,38.0,ITA,46,21,3420000.0,157210000.0,32,-0.26,0.07894736842105263,0.07894736842105263,2.3947368421052633,0.02631578947368421,0.0,16.36842105263158,13.68421052631579,2.8421052631578947,0.05263157894736842,1.263157894736842,71.0,18.4,41.5,0.25,-0.11842105263157894,28.5,61.8,58.3,2.5,0.66,3.8157894736842106,0.0,0.02631578947368421,0.02631578947368421,0.18421052631578946,1.0,0.79,1.79,0.92,1.71,1.19,1.13,0.88,2.08,2.01,29.5,10.53,3.11,0.09,0.3,16.2,0.11,74.2,85.0,81.7,48.1,6108.5,39.21052631578947,2250.315789473684,0.7315789473684211,-0.09210526315789473,8.0,28.63157894736842,7.605263157894737,1.763157894736842,407.6578947368421,47.973684210526315,14.5,0.2631578947368421,2.6842105263157894,19.263157894736842,18.710526315789473,4.868421052631579,1.6842105263157894,2.8157894736842106,0.0,17.95,1.87,12.763157894736842,1.9736842105263157,0.868421052631579,0.8947368421052632,1.236842105263158,0.21052631578947367,1.4210526315789473,0.07894736842105263,0.15789473684210525,0.07894736842105263,0.10526315789473684,0.02631578947368421,61.0,39.0,49.8,561.6842105263158,55.973684210526315,171.23684210526315,262.13157894736844,135.52631578947367,18.57894736842105,561.6052631578947,12.605263157894736,292.10526315789474,1521.8947368421052,15.763157894736842,775.6842105263158,12.026315789473685,3.6315789473684212,15.210526315789474,8.131578947368421,41.9,47.4,12.236842105263158,7.078947368421052,5.894736842105263,4.815789473684211,1.5263157894736843,4.552631578947368,10.868421052631579,6.315789473684211,9.842105263157896,3.789473684210526,6.052631578947368,12.947368421052632,25.18421052631579,19.894736842105264,0.3157894736842105,58.26315789473684,19.710526315789473,21.894736842105264
Inter,2021,38.0,ITA,41,22,16190000.000000002,663900000.0,25,1.29,0.21052631578947367,0.23684210526315788,1.605263157894737,0.05263157894736842,0.02631578947368421,12.421052631578947,11.210526315789474,1.7105263157894737,0.02631578947368421,0.9210526315789473,74.6,36.8,33.3,0.23,-0.018421052631578946,45.0,17.1,25.2,2.7,0.68,3.1052631578947367,0.05263157894736842,0.0,0.02631578947368421,0.07894736842105263,2.21,1.63,3.84,2.0,3.63,1.95,1.77,1.38,3.34,3.15,35.7,14.29,5.11,0.14,0.39,16.3,0.13,85.0,90.6,90.1,67.4,8462.236842105263,44.921052631578945,2706.7631578947367,1.2236842105263157,0.25,11.105263157894736,35.81578947368421,10.394736842105264,2.526315789473684,525.0263157894736,42.31578947368421,11.842105263157896,0.7631578947368421,4.0,18.473684210526315,17.13157894736842,5.421052631578948,1.6842105263157894,2.236842105263158,0.0,25.92,3.95,19.842105263157894,2.0,1.1578947368421053,1.4473684210526316,1.0,0.47368421052631576,3.0,0.15789473684210525,0.21052631578947367,0.3157894736842105,0.21052631578947367,0.05263157894736842,57.3,42.5,52.5,666.1052631578947,63.60526315789474,201.42105263157896,304.2631578947368,165.89473684210526,26.63157894736842,665.8684210526316,11.947368421052632,380.3157894736842,1996.9473684210527,20.157894736842106,1117.5526315789473,13.605263157894736,5.2105263157894735,14.289473684210526,6.894736842105263,40.4,50.6,13.31578947368421,7.526315789473684,5.631578947368421,5.421052631578948,2.263157894736842,5.605263157894737,13.868421052631579,8.263157894736842,10.078947368421053,2.6842105263157894,7.394736842105263,9.763157894736842,23.07894736842105,15.31578947368421,0.21052631578947367,47.73684210526316,11.552631578947368,11.263157894736842
Juventus,2021,38.0,ITA,45,26,14070000.0,633300000.0,30,1.0,0.21052631578947367,0.2631578947368421,2.1052631578947367,0.15789473684210525,0.05263157894736842,13.289473684210526,12.368421052631579,2.4473684210526314,0.05263157894736842,1.0,73.6,21.1,36.4,0.23,0.010526315789473684,47.9,16.9,21.6,2.5,1.24,3.1842105263157894,0.07894736842105263,0.0,0.02631578947368421,0.10526315789473684,2.0,1.55,3.55,1.79,3.34,1.96,1.76,1.45,3.41,3.21,35.2,15.39,5.42,0.12,0.33,16.8,0.12,86.1,91.4,91.6,68.4,9292.631578947368,46.526315789473685,2982.5789473684213,1.0657894736842106,0.10263157894736842,12.368421052631579,38.26315789473684,9.368421052631579,2.3421052631578947,560.578947368421,43.05263157894737,13.052631578947368,0.6578947368421053,4.157894736842105,19.842105263157894,15.157894736842104,5.815789473684211,1.394736842105263,3.1842105263157894,0.0,27.92,3.53,20.44736842105263,2.263157894736842,1.9473684210526316,1.7894736842105263,1.2105263157894737,0.2631578947368421,2.473684210526316,0.10526315789473684,0.34210526315789475,0.3684210526315789,0.15789473684210525,0.07894736842105263,65.9,34.1,56.9,712.2894736842105,68.28947368421052,209.81578947368422,337.7894736842105,171.23684210526315,28.105263157894736,712.0263157894736,18.0,405.7368421052632,2238.6315789473683,24.973684210526315,1214.921052631579,18.31578947368421,7.157894736842105,15.289473684210526,7.894736842105263,39.7,53.0,14.894736842105264,8.5,6.421052631578948,6.368421052631579,2.1052631578947367,6.394736842105263,16.105263157894736,9.710526315789474,10.263157894736842,3.0,7.2631578947368425,12.052631578947368,26.94736842105263,15.289473684210526,0.3684210526315789,51.078947368421055,11.210526315789474,9.947368421052632
Lazio,2021,38.0,ITA,44,32,7420000.0,326330000.0,30,0.10000000000000009,0.15789473684210525,0.2631578947368421,2.8157894736842106,0.13157894736842105,0.07894736842105263,13.105263157894736,11.236842105263158,2.289473684210526,0.05263157894736842,1.4473684210526316,70.2,31.6,50.2,0.27,-0.07368421052631578,47.0,28.2,22.7,2.6,0.58,3.973684210526316,0.0,0.0,0.0,0.18421052631578946,1.55,1.05,2.61,1.39,2.45,1.53,1.33,1.04,2.57,2.37,34.0,13.53,4.61,0.1,0.3,17.3,0.1,81.6,88.2,87.5,63.5,8022.710526315789,44.421052631578945,2847.9473684210525,0.9105263157894737,0.010526315789473684,10.289473684210526,38.921052631578945,10.473684210526315,3.026315789473684,501.8157894736842,43.13157894736842,12.31578947368421,0.6578947368421053,3.973684210526316,19.57894736842105,17.18421052631579,4.973684210526316,2.5526315789473686,1.6578947368421053,0.02631578947368421,24.66,2.71,19.289473684210527,1.394736842105263,1.236842105263158,1.4473684210526316,0.868421052631579,0.42105263157894735,1.9736842105263157,0.02631578947368421,0.21052631578947367,0.23684210526315788,0.23684210526315788,0.02631578947368421,53.7,46.3,53.0,654.9473684210526,65.44736842105263,201.39473684210526,303.3421052631579,156.78947368421052,23.236842105263158,654.6842105263158,14.552631578947368,377.57894736842104,2155.0,20.657894736842106,1158.6842105263158,16.263157894736842,4.5,14.552631578947368,8.0,37.5,51.4,15.657894736842104,9.105263157894736,7.473684210526316,6.421052631578948,1.763157894736842,6.684210526315789,17.842105263157894,11.157894736842104,10.631578947368421,2.4210526315789473,8.210526315789474,11.710526315789474,27.36842105263158,17.07894736842105,0.18421052631578946,56.10526315789474,14.18421052631579,13.421052631578947
